SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
AW7649,OSL - CDG,2024-08-27 19:05:00,2024-08-27 22:35:00,2024-08-29,1,OPEN,2,189,191,S,373.0,191,47524.0,43347.24,1.0,191,ACTIVATED
AW3422,CDG - TLL,2024-08-27 19:15:00,2024-08-28 00:05:00,2024-08-28,1,OPEN,2,189,189,N,65.0,99,7982.0,2170.22,0.52,99,DEACTIVATED
AW4639,VIE - CDG,2024-08-27 20:40:00,2024-08-27 22:45:00,2024-08-28,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7660,CDG - OSL,2024-08-27 20:55:00,2024-08-27 22:35:00,2024-08-28,1,CANCELLED,2,189,189,N,34.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-08-27 20:55:00,2024-08-27 22:35:00,2024-08-28,1,OPEN,2,189,189,Q,64.0,68,3036.0,833.48,0.36,68,ACTIVATED
AW3950,CDG - ZAG,2024-08-27 21:20:00,2024-08-27 23:15:00,2024-08-28,1,OPEN,2,189,189,R,54.0,104,5819.0,2453.76,0.55,104,DEACTIVATED
AW7662,CDG - OSL,2024-08-27 21:25:00,2024-08-27 23:05:00,2024-08-28,1,CANCELLED,2,189,189,N,34.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4780,CDG - VIE,2024-08-27 21:30:00,2024-08-27 23:30:00,2024-08-28,1,OPEN,2,189,189,T,58.0,66,3460.0,1322.26,0.35,66,ACTIVATED
AW7668,CDG - OSL,2024-08-27 21:30:00,2024-08-27 23:05:00,2024-08-28,1,OPEN,2,189,189,Q,64.0,23,987.0,242.13,0.12,23,ACTIVATED
AW7665,OSL - CDG,2024-08-28 06:00:00,2024-08-28 09:30:00,2024-08-30,1,OPEN,2,189,192,Z,418.0,190,35694.16,31528.91,0.99,190,ACTIVATED
AW7661,OSL - CDG,2024-08-28 06:00:00,2024-08-28 09:30:00,2024-08-30,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4781,VIE - CDG,2024-08-28 06:15:00,2024-08-28 08:20:00,2024-08-29,1,OPEN,2,189,194,S,289.0,194,23249.0,19609.73,1.0,194,ACTIVATED
AW7669,OSL - CDG,2024-08-28 06:30:00,2024-08-28 10:00:00,2024-08-30,1,OPEN,2,189,192,S,373.0,191,38217.25,34013.79,0.99,191,ACTIVATED
AW7663,OSL - CDG,2024-08-28 06:30:00,2024-08-28 10:00:00,2024-08-30,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3951,ZAG - CDG,2024-08-28 06:30:00,2024-08-28 08:45:00,2024-08-29,1,OPEN,2,189,191,S,215.0,184,17190.12,11440.35,0.96,184,DEACTIVATED
AW3423,TLL - CDG,2024-08-28 06:45:00,2024-08-28 09:35:00,2024-08-29,1,OPEN,2,189,189,K,292.0,191,76259.0,71912.0,1.01,191,DEACTIVATED
AW7640,CDG - OSL,2024-08-28 07:15:00,2024-08-28 08:55:00,2024-08-29,1,OPEN,2,189,189,T,39.0,90,3886.39,979.55,0.48,90,ACTIVATED
AW3550,CDG - HEL,2024-08-28 08:25:00,2024-08-28 12:50:00,2024-08-29,1,OPEN,2,189,190,T,62.0,171,11185.0,5649.23,0.9,171,ACTIVATED
AW7658,CDG - OSL,2024-08-28 09:20:00,2024-08-28 11:00:00,2024-08-29,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3910,CDG - ZAG,2024-08-28 09:30:00,2024-08-28 11:30:00,2024-08-29,1,OPEN,2,189,189,V,81.0,171,11229.0,5714.99,0.9,171,DEACTIVATED
AW7641,OSL - CDG,2024-08-28 09:35:00,2024-08-28 13:05:00,2024-08-30,1,OPEN,2,189,189,J,396.0,189,41935.0,37831.89,1.0,189,ACTIVATED
AW4632,CDG - VIE,2024-08-28 10:20:00,2024-08-28 12:25:00,2024-08-29,1,OPEN,2,189,192,G,51.0,170,8756.17,3249.87,0.89,170,ACTIVATED
AW3288,CDG - TLL,2024-08-28 10:55:00,2024-08-28 15:40:00,2024-08-29,1,OPEN,2,189,189,G,70.0,106,10476.54,4247.12,0.56,106,DEACTIVATED
AW7659,OSL - CDG,2024-08-28 11:45:00,2024-08-28 15:15:00,2024-08-30,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7644,CDG - OSL,2024-08-28 11:50:00,2024-08-28 13:30:00,2024-08-29,1,OPEN,2,189,193,M,78.0,186,9331.0,3315.16,0.96,186,ACTIVATED
AW3911,ZAG - CDG,2024-08-28 12:20:00,2024-08-28 14:35:00,2024-08-29,1,OPEN,2,189,189,V,81.0,189,26038.56,20106.15,1.0,189,DEACTIVATED
AW4633,VIE - CDG,2024-08-28 13:15:00,2024-08-28 15:20:00,2024-08-29,1,OPEN,2,189,189,Y,381.0,188,29935.6,26401.29,0.99,188,ACTIVATED
AW3551,HEL - CDG,2024-08-28 13:35:00,2024-08-28 16:20:00,2024-08-29,1,OPEN,2,189,189,B,430.0,186,45705.0,41637.3,0.98,186,ACTIVATED
AW7645,OSL - CDG,2024-08-28 14:10:00,2024-08-28 17:40:00,2024-08-30,1,OPEN,2,189,189,Y,440.0,188,48742.61,44630.68,0.99,188,ACTIVATED
AW3558,CDG - HEL,2024-08-28 14:15:00,2024-08-28 18:40:00,2024-08-29,1,OPEN,2,189,190,A,50.0,66,4718.0,2584.4,0.35,66,ACTIVATED
AW4636,CDG - VIE,2024-08-28 14:45:00,2024-08-28 16:50:00,2024-08-29,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3289,TLL - CDG,2024-08-28 16:40:00,2024-08-28 19:30:00,2024-08-29,1,OPEN,2,189,184,K,292.0,185,84628.05,80373.05,1.01,185,DEACTIVATED
AW7646,CDG - OSL,2024-08-28 16:45:00,2024-08-28 18:25:00,2024-08-29,1,OPEN,2,189,189,K,53.0,88,4024.39,1175.95,0.47,88,ACTIVATED
AW7908,CDG - BER,2024-08-28 17:20:00,2024-08-28 18:20:00,2024-08-29,1,OPEN,2,186,192,T,49.0,131,6619.84,2259.81,0.68,131,DEACTIVATED
AW4637,VIE - CDG,2024-08-28 17:35:00,2024-08-28 19:40:00,2024-08-29,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7909,BER - CDG,2024-08-28 19:00:00,2024-08-28 21:55:00,2024-08-30,1,OPEN,2,186,187,T,63.0,146,9793.92,7813.48,0.78,146,DEACTIVATED
AW7647,OSL - CDG,2024-08-28 19:10:00,2024-08-28 22:40:00,2024-08-30,1,OPEN,2,189,189,Z,418.0,189,47625.0,43522.62,1.0,189,ACTIVATED
AW3422,CDG - TLL,2024-08-28 19:15:00,2024-08-29 00:05:00,2024-08-29,1,OPEN,2,189,189,N,65.0,105,7915.37,1744.52,0.56,105,DEACTIVATED
AW3559,HEL - CDG,2024-08-28 19:25:00,2024-08-28 22:10:00,2024-08-29,1,OPEN,2,189,162,M,355.0,161,40628.8,37137.35,0.99,161,ACTIVATED
AW7664,CDG - OSL,2024-08-28 20:55:00,2024-08-28 22:35:00,2024-08-29,1,OPEN,2,189,189,V,58.0,64,2659.0,590.84,0.34,64,ACTIVATED
AW7660,CDG - OSL,2024-08-28 20:55:00,2024-08-28 22:35:00,2024-08-29,1,CANCELLED,2,189,189,N,34.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3950,CDG - ZAG,2024-08-28 21:15:00,2024-08-28 23:15:00,2024-08-29,1,OPEN,2,189,189,R,54.0,70,4448.0,2181.1,0.37,70,DEACTIVATED
AW7668,CDG - OSL,2024-08-28 21:25:00,2024-08-28 23:05:00,2024-08-29,1,OPEN,2,189,189,Q,64.0,27,1204.0,329.77,0.14,27,ACTIVATED
AW4780,CDG - VIE,2024-08-28 21:25:00,2024-08-28 23:30:00,2024-08-29,1,OPEN,2,189,192,T,58.0,143,7785.0,3154.03,0.74,143,ACTIVATED
AW7662,CDG - OSL,2024-08-28 21:25:00,2024-08-28 23:05:00,2024-08-29,1,CANCELLED,2,189,189,N,34.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7665,OSL - CDG,2024-08-29 06:00:00,2024-08-29 09:30:00,2024-08-31,1,OPEN,2,189,189,D,351.0,189,36399.66,32272.62,1.0,189,ACTIVATED
AW4781,VIE - CDG,2024-08-29 06:00:00,2024-08-29 08:05:00,2024-08-30,1,OPEN,2,189,186,B,242.0,185,25521.0,22044.68,0.99,185,ACTIVATED
AW7661,OSL - CDG,2024-08-29 06:00:00,2024-08-29 09:30:00,2024-08-31,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7669,OSL - CDG,2024-08-29 06:30:00,2024-08-29 10:00:00,2024-08-31,1,OPEN,2,189,189,I,288.0,189,38085.61,33900.07,1.0,189,ACTIVATED
AW7663,OSL - CDG,2024-08-29 06:30:00,2024-08-29 10:00:00,2024-08-31,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3951,ZAG - CDG,2024-08-29 06:30:00,2024-08-29 08:45:00,2024-08-30,1,OPEN,2,189,190,K,73.0,190,20012.96,14066.93,1.0,190,DEACTIVATED
AW3423,TLL - CDG,2024-08-29 06:45:00,2024-08-29 09:35:00,2024-08-30,1,OPEN,2,189,179,J,672.0,178,72618.0,68524.0,0.99,178,DEACTIVATED
AW7640,CDG - OSL,2024-08-29 07:15:00,2024-08-29 08:55:00,2024-08-30,1,OPEN,2,186,190,L,49.0,82,3763.39,1108.11,0.43,82,ACTIVATED
AW3550,CDG - HEL,2024-08-29 08:05:00,2024-08-29 12:30:00,2024-08-30,1,OPEN,2,189,189,N,53.0,168,10119.17,4686.21,0.89,168,ACTIVATED
AW7641,OSL - CDG,2024-08-29 09:35:00,2024-08-29 13:05:00,2024-08-31,1,OPEN,2,186,189,D,351.0,188,39915.0,35826.26,0.99,188,ACTIVATED
AW4632,CDG - VIE,2024-08-29 09:45:00,2024-08-29 11:50:00,2024-08-30,1,OPEN,2,189,189,N,44.0,178,9469.0,3709.08,0.94,178,ACTIVATED
AW4670,CDG - BUD,2024-08-29 10:05:00,2024-08-29 13:10:00,2024-08-30,1,OPEN,2,189,189,L,74.0,182,8700.59,2815.17,0.96,182,DEACTIVATED
AW3288,CDG - TLL,2024-08-29 11:25:00,2024-08-29 16:10:00,2024-08-30,1,OPEN,2,189,193,N,65.0,108,10245.96,3902.84,0.56,108,DEACTIVATED
AW7644,CDG - OSL,2024-08-29 11:50:00,2024-08-29 13:30:00,2024-08-30,1,OPEN,2,189,193,H,71.0,148,7547.0,2756.62,0.77,148,ACTIVATED
AW4633,VIE - CDG,2024-08-29 12:40:00,2024-08-29 14:40:00,2024-08-30,1,OPEN,2,189,189,Z,349.0,184,29274.0,25817.85,0.97,184,ACTIVATED
AW7658,CDG - OSL,2024-08-29 12:45:00,2024-08-29 14:25:00,2024-08-30,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3551,HEL - CDG,2024-08-29 13:15:00,2024-08-29 16:00:00,2024-08-30,1,OPEN,2,189,189,H,329.0,187,45062.0,40992.35,0.99,187,ACTIVATED
AW4671,BUD - CDG,2024-08-29 13:55:00,2024-08-29 18:45:00,2024-08-31,1,OPEN,2,189,189,B,421.0,188,71977.84,70149.68,0.99,188,DEACTIVATED
AW7645,OSL - CDG,2024-08-29 14:15:00,2024-08-29 17:45:00,2024-08-31,1,OPEN,2,189,189,Y,440.0,188,49729.22,45570.19,0.99,188,ACTIVATED
AW3556,CDG - HEL,2024-08-29 14:55:00,2024-08-29 19:20:00,2024-08-30,1,OPEN,2,189,190,A,50.0,89,5367.0,2491.61,0.47,89,ACTIVATED
AW7928,CDG - CPH,2024-08-29 15:00:00,2024-08-29 16:00:00,2024-08-30,1,OPEN,2,189,188,G,46.0,87,4228.46,1320.9,0.46,87,DEACTIVATED
AW7659,OSL - CDG,2024-08-29 15:10:00,2024-08-29 18:40:00,2024-08-31,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3916,CDG - ZAG,2024-08-29 15:25:00,2024-08-29 17:25:00,2024-08-30,1,OPEN,2,189,189,A,37.0,189,13593.39,7488.84,1.0,189,DEACTIVATED
AW7929,CPH - CDG,2024-08-29 16:45:00,2024-08-29 19:45:00,2024-08-31,1,OPEN,2,189,189,Q,149.0,188,20282.56,11892.05,0.99,188,DEACTIVATED
AW7646,CDG - OSL,2024-08-29 16:45:00,2024-08-29 18:25:00,2024-08-30,1,OPEN,2,189,193,X,46.0,140,6385.0,1851.2,0.73,140,ACTIVATED
AW3289,TLL - CDG,2024-08-29 17:10:00,2024-08-29 20:00:00,2024-08-30,1,OPEN,2,189,194,J,672.0,193,83059.0,78620.0,0.99,193,DEACTIVATED
AW4638,CDG - VIE,2024-08-29 17:50:00,2024-08-29 19:55:00,2024-08-30,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7908,CDG - BER,2024-08-29 18:15:00,2024-08-29 19:15:00,2024-08-30,1,OPEN,2,189,189,R,57.0,144,7347.0,2536.93,0.76,144,DEACTIVATED
AW3917,ZAG - CDG,2024-08-29 18:15:00,2024-08-29 20:30:00,2024-08-30,1,OPEN,2,189,189,Q,93.0,189,26212.56,20304.99,1.0,189,DEACTIVATED
AW7647,OSL - CDG,2024-08-29 19:05:00,2024-08-29 22:35:00,2024-08-31,1,OPEN,2,189,189,Y,440.0,189,44764.22,40621.74,1.0,189,ACTIVATED
AW3422,CDG - TLL,2024-08-29 19:15:00,2024-08-30 00:05:00,2024-08-30,1,OPEN,2,189,193,N,65.0,100,7381.0,1504.0,0.52,100,DEACTIVATED
AW7909,BER - CDG,2024-08-29 19:55:00,2024-08-29 22:50:00,2024-08-31,1,OPEN,2,189,189,Q,140.0,185,13921.64,11398.24,0.98,185,DEACTIVATED
AW3557,HEL - CDG,2024-08-29 20:05:00,2024-08-29 22:50:00,2024-08-30,1,OPEN,2,189,189,M,355.0,182,48696.0,44738.6,0.96,182,ACTIVATED
AW4639,VIE - CDG,2024-08-29 20:40:00,2024-08-29 22:45:00,2024-08-30,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7660,CDG - OSL,2024-08-29 20:55:00,2024-08-29 22:35:00,2024-08-30,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-08-29 20:55:00,2024-08-29 22:35:00,2024-08-30,1,OPEN,2,189,193,H,71.0,72,3371.0,1039.82,0.37,72,ACTIVATED
AW4780,CDG - VIE,2024-08-29 21:20:00,2024-08-29 23:25:00,2024-08-30,1,OPEN,2,189,189,N,44.0,188,11340.0,5252.68,0.99,188,ACTIVATED
AW3950,CDG - ZAG,2024-08-29 21:20:00,2024-08-29 23:15:00,2024-08-30,1,OPEN,2,189,189,X,60.0,148,8517.0,3726.06,0.78,148,DEACTIVATED
AW7662,CDG - OSL,2024-08-29 21:25:00,2024-08-29 23:05:00,2024-08-30,1,CANCELLED,2,189,189,R,41.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7668,CDG - OSL,2024-08-29 21:25:00,2024-08-29 23:05:00,2024-08-30,1,OPEN,2,189,193,M,78.0,31,1494.78,491.65,0.16,31,ACTIVATED
AW7665,OSL - CDG,2024-08-30 06:00:00,2024-08-30 09:30:00,2024-09-01,1,OPEN,2,189,189,J,396.0,189,36348.31,32234.92,1.0,189,ACTIVATED
AW7661,OSL - CDG,2024-08-30 06:00:00,2024-08-30 09:30:00,2024-09-01,1,CANCELLED,2,189,189,K,184.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7663,OSL - CDG,2024-08-30 06:30:00,2024-08-30 10:00:00,2024-09-01,1,CANCELLED,2,189,189,K,184.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3951,ZAG - CDG,2024-08-30 06:30:00,2024-08-30 08:45:00,2024-08-31,1,OPEN,2,189,189,K,73.0,189,19572.0,13650.63,1.0,189,DEACTIVATED
AW7669,OSL - CDG,2024-08-30 06:30:00,2024-08-30 10:00:00,2024-09-01,1,OPEN,2,189,191,J,396.0,190,40099.44,35940.04,0.99,190,ACTIVATED
AW3423,TLL - CDG,2024-08-30 06:45:00,2024-08-30 09:35:00,2024-08-31,1,OPEN,2,189,194,Z,724.0,192,81908.0,77492.0,0.99,192,DEACTIVATED
AW4781,VIE - CDG,2024-08-30 06:55:00,2024-08-30 09:00:00,2024-08-31,1,OPEN,2,189,192,B,242.0,191,26884.0,23298.48,0.99,191,ACTIVATED
AW7640,CDG - OSL,2024-08-30 07:20:00,2024-08-30 09:00:00,2024-08-31,1,OPEN,2,189,189,R,43.0,149,6291.0,1465.09,0.79,149,ACTIVATED
AW3550,CDG - HEL,2024-08-30 07:25:00,2024-08-30 11:50:00,2024-08-31,1,OPEN,2,189,168,K,91.0,164,13085.0,7778.54,0.98,164,ACTIVATED
AW3280,CDG - TLL,2024-08-30 09:00:00,2024-08-30 13:45:00,2024-08-31,1,OPEN,2,189,189,G,70.0,136,12337.0,4344.28,0.72,136,DEACTIVATED
AW7641,OSL - CDG,2024-08-30 09:40:00,2024-08-30 13:10:00,2024-09-01,1,OPEN,2,189,189,J,396.0,189,45688.0,41587.09,1.0,189,ACTIVATED
AW4632,CDG - VIE,2024-08-30 10:10:00,2024-08-30 12:15:00,2024-08-31,1,OPEN,2,189,189,X,80.0,185,12257.78,6265.93,0.98,185,ACTIVATED
AW7644,CDG - OSL,2024-08-30 11:10:00,2024-08-30 12:50:00,2024-08-31,1,OPEN,2,189,189,V,58.0,166,8246.39,2876.01,0.88,166,ACTIVATED
AW3551,HEL - CDG,2024-08-30 12:35:00,2024-08-30 15:20:00,2024-08-31,1,OPEN,2,189,189,Z,530.0,188,51506.0,47401.9,0.99,188,ACTIVATED
AW4633,VIE - CDG,2024-08-30 13:05:00,2024-08-30 15:10:00,2024-08-31,1,OPEN,2,189,189,S,289.0,187,30656.0,27145.47,0.99,187,ACTIVATED
AW7645,OSL - CDG,2024-08-30 13:35:00,2024-08-30 17:05:00,2024-09-01,1,OPEN,2,189,189,D,351.0,189,49938.66,45804.03,1.0,189,ACTIVATED
AW3281,TLL - CDG,2024-08-30 14:45:00,2024-08-30 17:35:00,2024-08-31,1,OPEN,2,189,176,L,265.0,176,79023.35,74975.35,1.0,176,DEACTIVATED
AW3558,CDG - HEL,2024-08-30 14:50:00,2024-08-30 19:15:00,2024-08-31,1,OPEN,2,189,189,X,76.0,188,12338.78,6256.6,0.99,188,ACTIVATED
AW3916,CDG - ZAG,2024-08-30 14:55:00,2024-08-30 16:55:00,2024-08-31,1,OPEN,2,189,191,A,37.0,191,12678.0,6520.91,1.0,191,DEACTIVATED
AW7648,CDG - OSL,2024-08-30 16:25:00,2024-08-30 18:05:00,2024-08-31,1,OPEN,2,189,192,H,71.0,174,8252.39,2621.69,0.91,174,ACTIVATED
AW7924,CDG - CPH,2024-08-30 16:45:00,2024-08-30 17:45:00,2024-08-31,1,CANCELLED,2,180,0,,,135,6311.0,1795.23,,135,UNAVAILABLE
AW3917,ZAG - CDG,2024-08-30 17:45:00,2024-08-30 20:00:00,2024-08-31,1,OPEN,2,189,189,V,81.0,189,29561.0,23640.32,1.0,189,DEACTIVATED
AW4638,CDG - VIE,2024-08-30 17:55:00,2024-08-30 20:00:00,2024-08-31,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7908,CDG - BER,2024-08-30 18:15:00,2024-08-30 19:15:00,2024-08-31,1,OPEN,2,189,189,R,57.0,151,8567.46,3526.0,0.8,151,DEACTIVATED
AW7925,CPH - CDG,2024-08-30 18:30:00,2024-08-30 21:30:00,2024-09-01,1,CANCELLED,2,180,0,,,177,18906.2,11018.76,,177,UNAVAILABLE
AW7649,OSL - CDG,2024-08-30 18:45:00,2024-08-30 22:15:00,2024-09-01,1,OPEN,2,189,191,B,330.0,191,47216.0,43051.98,1.0,191,ACTIVATED
AW3422,CDG - TLL,2024-08-30 19:15:00,2024-08-31 00:05:00,2024-08-31,1,OPEN,2,189,189,N,65.0,110,9125.0,2660.5,0.58,110,DEACTIVATED
AW7909,BER - CDG,2024-08-30 19:55:00,2024-08-30 22:50:00,2024-09-01,1,OPEN,2,189,189,Q,140.0,184,14421.08,11911.32,0.97,184,DEACTIVATED
AW3559,HEL - CDG,2024-08-30 20:00:00,2024-08-30 22:45:00,2024-08-31,1,OPEN,2,189,162,Y,554.0,162,45985.0,42499.1,1.0,162,ACTIVATED
AW4639,VIE - CDG,2024-08-30 20:45:00,2024-08-30 22:50:00,2024-08-31,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2024-08-30 20:55:00,2024-08-30 22:35:00,2024-08-31,1,OPEN,2,189,189,V,58.0,118,5997.0,2175.48,0.62,118,ACTIVATED
AW7660,CDG - OSL,2024-08-30 20:55:00,2024-08-30 22:35:00,2024-08-31,1,CANCELLED,2,189,189,L,47.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4780,CDG - VIE,2024-08-30 21:15:00,2024-08-30 23:20:00,2024-08-31,1,OPEN,2,189,190,R,69.0,185,13626.39,7638.06,0.97,185,ACTIVATED
AW7662,CDG - OSL,2024-08-30 21:25:00,2024-08-30 23:05:00,2024-08-31,1,CANCELLED,2,189,189,L,47.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7668,CDG - OSL,2024-08-30 21:35:00,2024-08-30 23:15:00,2024-08-31,1,OPEN,2,189,192,M,78.0,95,4281.0,1212.03,0.49,95,ACTIVATED
AW3950,CDG - ZAG,2024-08-30 21:55:00,2024-08-30 23:55:00,2024-08-31,1,OPEN,2,189,189,L,66.0,148,8692.0,3903.72,0.78,148,DEACTIVATED
AW7665,OSL - CDG,2024-08-31 05:55:00,2024-08-31 09:25:00,2024-09-02,1,OPEN,2,189,189,F,309.0,189,40258.97,36110.48,1.0,189,ACTIVATED
AW4781,VIE - CDG,2024-08-31 06:00:00,2024-08-31 08:05:00,2024-09-01,1,OPEN,2,189,189,F,220.0,189,28534.0,24981.04,1.0,189,ACTIVATED
AW7663,OSL - CDG,2024-08-31 06:00:00,2024-08-31 09:30:00,2024-09-02,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4630,CDG - VIE,2024-08-31 06:10:00,2024-08-31 08:15:00,2024-09-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4670,CDG - BUD,2024-08-31 06:15:00,2024-08-31 09:20:00,2024-09-01,1,OPEN,2,189,129,F,152.0,128,10271.78,6134.76,0.99,128,DEACTIVATED
AW7661,OSL - CDG,2024-08-31 06:25:00,2024-08-31 09:55:00,2024-09-02,1,CANCELLED,2,189,189,L,165.0,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7669,OSL - CDG,2024-08-31 06:25:00,2024-08-31 09:55:00,2024-09-02,1,OPEN,2,189,189,Z,418.0,189,40938.54,36813.51,1.0,189,ACTIVATED
AW3951,ZAG - CDG,2024-08-31 06:30:00,2024-08-31 08:45:00,2024-09-01,1,OPEN,2,189,189,K,73.0,189,20872.76,14972.09,1.0,189,DEACTIVATED
AW7900,CDG - BER,2024-08-31 06:35:00,2024-08-31 07:35:00,2024-09-01,1,OPEN,2,189,194,T,49.0,122,6651.0,2636.5,0.63,122,DEACTIVATED
AW3423,TLL - CDG,2024-08-31 06:45:00,2024-08-31 09:35:00,2024-09-01,1,OPEN,2,189,189,L,265.0,189,76261.2,71914.2,1.0,189,DEACTIVATED
AW7901,BER - CDG,2024-08-31 08:15:00,2024-08-31 11:10:00,2024-09-02,1,OPEN,2,189,189,H,155.0,185,14197.0,11673.6,0.98,185,DEACTIVATED
AW3550,CDG - HEL,2024-08-31 08:30:00,2024-08-31 12:55:00,2024-09-01,1,OPEN,2,189,189,L,83.0,184,16777.0,10828.0,0.97,184,ACTIVATED
AW4631,VIE - CDG,2024-08-31 09:00:00,2024-08-31 11:05:00,2024-09-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4671,BUD - CDG,2024-08-31 10:05:00,2024-08-31 14:55:00,2024-09-02,1,OPEN,2,189,118,F,393.0,117,44261.0,43146.1,0.99,117,DEACTIVATED
AW7644,CDG - OSL,2024-08-31 10:20:00,2024-08-31 12:00:00,2024-09-01,1,OPEN,2,189,180,M,78.0,180,12380.52,6552.1,1.0,180,ACTIVATED
AW7645,OSL - CDG,2024-08-31 12:40:00,2024-08-31 16:10:00,2024-09-02,1,OPEN,2,189,189,D,351.0,189,49804.0,45665.97,1.0,189,ACTIVATED
AW4634,CDG - VIE,2024-08-31 13:35:00,2024-08-31 15:40:00,2024-09-01,1,OPEN,2,189,189,L,91.0,189,15669.0,9547.29,1.0,189,ACTIVATED
AW3551,HEL - CDG,2024-08-31 13:40:00,2024-08-31 16:25:00,2024-09-01,1,OPEN,2,189,189,S,480.0,189,55703.9,51610.35,1.0,189,ACTIVATED
AW3288,CDG - TLL,2024-08-31 14:10:00,2024-08-31 18:55:00,2024-09-01,1,OPEN,2,189,189,T,76.0,147,16869.0,8237.97,0.78,147,DEACTIVATED
AW3912,CDG - ZAG,2024-08-31 14:40:00,2024-08-31 16:40:00,2024-09-01,1,OPEN,2,189,191,I,118.0,179,14001.58,8241.49,0.94,179,DEACTIVATED
AW7658,CDG - OSL,2024-08-31 15:20:00,2024-08-31 17:00:00,2024-09-01,1,OPEN,2,189,193,H,71.0,157,7998.0,2913.07,0.81,157,ACTIVATED
AW4635,VIE - CDG,2024-08-31 16:40:00,2024-08-31 18:45:00,2024-09-01,1,OPEN,2,189,189,B,242.0,189,30877.2,27338.15,1.0,189,ACTIVATED
AW7646,CDG - OSL,2024-08-31 16:45:00,2024-08-31 18:25:00,2024-09-01,1,OPEN,2,189,193,K,53.0,150,6897.0,2038.6,0.78,150,ACTIVATED
AW7648,CDG - OSL,2024-08-31 17:10:00,2024-08-31 18:50:00,2024-09-01,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3913,ZAG - CDG,2024-08-31 17:30:00,2024-08-31 19:45:00,2024-09-01,1,OPEN,2,189,189,Q,93.0,189,30035.0,24144.05,1.0,189,DEACTIVATED
AW7659,OSL - CDG,2024-08-31 17:40:00,2024-08-31 21:10:00,2024-09-02,1,OPEN,2,189,174,Z,418.0,174,47802.66,43977.72,1.0,174,ACTIVATED
AW7647,OSL - CDG,2024-08-31 19:05:00,2024-08-31 22:35:00,2024-09-02,1,OPEN,2,189,191,Y,440.0,191,51784.0,47555.19,1.0,191,ACTIVATED
AW3422,CDG - TLL,2024-08-31 19:15:00,2024-09-01 00:05:00,2024-09-01,1,OPEN,2,189,189,G,70.0,150,11888.0,3072.5,0.79,150,DEACTIVATED
AW7649,OSL - CDG,2024-08-31 19:25:00,2024-08-31 22:55:00,2024-09-02,1,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3289,TLL - CDG,2024-08-31 19:55:00,2024-08-31 22:45:00,2024-09-01,1,OPEN,2,189,167,K,292.0,167,74695.0,70877.0,1.0,167,DEACTIVATED
