,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
625,AW3287,TLL - CDG,2025-05-13 20:00:00,2025-05-13 22:50:00,2024-11-25,-169,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
619,AW7664,CDG - OSL,2025-05-13 20:45:00,2025-05-13 22:25:00,2024-11-25,-169,OPEN,2,189,189,N,50.0,0,0.0,0.0,0.0,0,ACTIVATED
620,AW7668,CDG - OSL,2025-05-13 21:15:00,2025-05-13 22:55:00,2024-11-25,-169,OPEN,2,189,189,N,50.0,0,0.0,0.0,0.0,0,ACTIVATED
623,AW4780,CDG - VIE,2025-05-13 21:20:00,2025-05-13 23:30:00,2024-11-25,-169,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
645,AW7665,OSL - CDG,2025-05-14 06:00:00,2025-05-14 09:30:00,2024-11-25,-171,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
5430,AW4781,VIE - CDG,2025-05-14 06:15:00,2025-05-14 08:20:00,2024-11-25,-170,OPEN,2,189,189,G,52.0,8,536.0,385.6,0.04,8,ACTIVATED
3808,AW7669,OSL - CDG,2025-05-14 06:30:00,2025-05-14 10:00:00,2024-11-25,-171,OPEN,2,189,189,T,57.0,1,69.0,46.39,0.01,1,ACTIVATED
4123,AW3423,TLL - CDG,2025-05-14 06:45:00,2025-05-14 09:35:00,2024-11-25,-170,OPEN,2,186,186,T,80.0,2,160.0,114.0,0.01,2,SCHEDULED
637,AW7640,CDG - OSL,2025-05-14 07:15:00,2025-05-14 08:55:00,2024-11-25,-170,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
633,AW3550,CDG - HEL,2025-05-14 08:30:00,2025-05-14 12:50:00,2024-11-25,-170,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
644,AW7641,OSL - CDG,2025-05-14 09:35:00,2025-05-14 13:05:00,2024-11-25,-171,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
5829,AW3284,CDG - TLL,2025-05-14 10:05:00,2025-05-14 14:50:00,2024-11-25,-170,OPEN,2,189,189,R,100.0,12,1312.0,561.82,0.06,12,SCHEDULED
4717,AW4632,CDG - VIE,2025-05-14 10:15:00,2025-05-14 12:25:00,2024-11-25,-170,OPEN,2,189,189,T,66.0,4,250.0,106.7,0.02,4,ACTIVATED
636,AW3288,CDG - TLL,2025-05-14 10:55:00,2025-05-14 15:40:00,2024-11-25,-170,OPEN,2,186,186,T,92.0,0,0.0,0.0,0.0,0,SCHEDULED
638,AW7644,CDG - OSL,2025-05-14 11:50:00,2025-05-14 13:30:00,2024-11-25,-170,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
641,AW4633,VIE - CDG,2025-05-14 13:15:00,2025-05-14 15:20:00,2024-11-25,-170,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
634,AW3551,HEL - CDG,2025-05-14 13:35:00,2025-05-14 16:20:00,2024-11-25,-170,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4492,AW7645,OSL - CDG,2025-05-14 14:10:00,2025-05-14 17:40:00,2024-11-25,-171,OPEN,2,189,189,R,69.0,3,372.0,304.17,0.02,3,ACTIVATED
635,AW3286,CDG - TLL,2025-05-14 14:20:00,2025-05-14 19:05:00,2024-11-25,-170,OPEN,2,186,186,T,92.0,0,0.0,0.0,0.0,0,SCHEDULED
5906,AW3558,CDG - HEL,2025-05-14 14:20:00,2025-05-14 18:40:00,2024-11-25,-170,OPEN,2,189,189,Q,192.0,13,2840.0,2370.84,0.07,13,ACTIVATED
642,AW4636,CDG - VIE,2025-05-14 14:40:00,2025-05-14 16:50:00,2024-11-25,-170,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
4715,AW3285,TLL - CDG,2025-05-14 15:45:00,2025-05-14 18:35:00,2024-11-25,-170,OPEN,2,189,189,R,93.0,4,372.0,280.0,0.02,4,SCHEDULED
4122,AW3289,TLL - CDG,2025-05-14 16:40:00,2025-05-14 19:30:00,2024-11-25,-170,OPEN,2,186,186,R,93.0,2,173.0,127.0,0.01,2,SCHEDULED
639,AW7646,CDG - OSL,2025-05-14 16:45:00,2025-05-14 18:25:00,2024-11-25,-170,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
5429,AW4637,VIE - CDG,2025-05-14 17:40:00,2025-05-14 19:45:00,2024-11-25,-170,OPEN,2,189,189,L,94.0,8,1016.0,865.6,0.04,8,ACTIVATED
4716,AW3422,CDG - TLL,2025-05-14 19:00:00,2025-05-14 23:45:00,2024-11-25,-170,OPEN,2,186,186,G,83.0,4,336.0,85.94,0.02,4,SCHEDULED
5671,AW7647,OSL - CDG,2025-05-14 19:10:00,2025-05-14 22:40:00,2024-11-25,-171,OPEN,2,189,189,R,69.0,10,642.0,415.9,0.05,10,ACTIVATED
4714,AW3559,HEL - CDG,2025-05-14 19:25:00,2025-05-14 22:10:00,2024-11-25,-170,OPEN,2,189,189,L,129.0,4,676.0,588.2,0.02,4,ACTIVATED
4121,AW3287,TLL - CDG,2025-05-14 20:00:00,2025-05-14 22:50:00,2024-11-25,-170,OPEN,2,186,186,R,93.0,2,186.0,140.0,0.01,2,SCHEDULED
4491,AW7664,CDG - OSL,2025-05-14 20:45:00,2025-05-14 22:25:00,2024-11-25,-170,OPEN,2,189,189,G,57.0,3,171.0,53.22,0.02,3,ACTIVATED
640,AW7668,CDG - OSL,2025-05-14 21:15:00,2025-05-14 22:55:00,2024-11-25,-170,OPEN,2,189,189,G,57.0,0,0.0,0.0,0.0,0,ACTIVATED
643,AW4780,CDG - VIE,2025-05-14 21:20:00,2025-05-14 23:30:00,2024-11-25,-170,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
652,AW7665,OSL - CDG,2025-05-15 06:00:00,2025-05-15 09:30:00,2024-11-25,-172,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
6803,AW4781,VIE - CDG,2025-05-15 06:00:00,2025-05-15 08:05:00,2024-11-25,-171,OPEN,2,189,189,K,108.0,42,2856.0,2066.4,0.22,42,ACTIVATED
653,AW7669,OSL - CDG,2025-05-15 06:30:00,2025-05-15 10:00:00,2024-11-25,-172,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
4972,AW3423,TLL - CDG,2025-05-15 06:45:00,2025-05-15 09:35:00,2024-11-25,-171,OPEN,2,186,186,T,80.0,5,389.0,274.0,0.03,5,SCHEDULED
646,AW7640,CDG - OSL,2025-05-15 07:15:00,2025-05-15 08:55:00,2024-11-25,-171,OPEN,2,186,186,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
6802,AW3550,CDG - HEL,2025-05-15 08:10:00,2025-05-15 12:30:00,2024-11-25,-171,OPEN,2,189,189,X,125.0,42,8688.0,7300.14,0.22,42,ACTIVATED
4127,AW7641,OSL - CDG,2025-05-15 09:35:00,2025-05-15 13:05:00,2024-11-25,-172,OPEN,2,186,186,R,69.0,2,138.0,92.78,0.01,2,ACTIVATED
4495,AW4632,CDG - VIE,2025-05-15 09:45:00,2025-05-15 11:55:00,2024-11-25,-171,OPEN,2,189,189,T,66.0,3,244.0,139.96,0.02,3,ACTIVATED
650,AW4670,CDG - BUD,2025-05-15 10:05:00,2025-05-15 13:10:00,2024-11-25,-171,CANCELLED,2,189,99,,,0,0.0,0.0,0.0,0,UNAVAILABLE
6378,AW3288,CDG - TLL,2025-05-15 11:25:00,2025-05-15 16:10:00,2024-11-25,-171,OPEN,2,186,186,K,135.0,24,2758.0,1205.21,0.13,24,SCHEDULED
4126,AW7644,CDG - OSL,2025-05-15 11:50:00,2025-05-15 13:30:00,2024-11-25,-171,OPEN,2,189,189,R,75.0,2,194.0,115.48,0.01,2,ACTIVATED
4973,AW4633,VIE - CDG,2025-05-15 12:45:00,2025-05-15 14:50:00,2024-11-25,-171,OPEN,2,189,189,T,60.0,5,300.0,206.0,0.03,5,ACTIVATED
4124,AW3551,HEL - CDG,2025-05-15 13:15:00,2025-05-15 16:00:00,2024-11-25,-171,OPEN,2,189,189,L,129.0,2,394.0,350.1,0.01,2,ACTIVATED
661,AW4671,BUD - CDG,2025-05-15 13:55:00,2025-05-15 18:50:00,2024-11-25,-172,CANCELLED,2,189,99,,,0,0.0,0.0,0.0,0,UNAVAILABLE
651,AW7645,OSL - CDG,2025-05-15 14:15:00,2025-05-15 17:45:00,2024-11-25,-172,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
5431,AW4636,CDG - VIE,2025-05-15 14:30:00,2025-05-15 16:40:00,2024-11-25,-171,OPEN,2,189,189,R,75.0,8,466.0,206.88,0.04,8,ACTIVATED
6955,AW3556,CDG - HEL,2025-05-15 15:00:00,2025-05-15 19:20:00,2024-11-25,-171,OPEN,2,189,189,R,112.0,51,6268.0,4279.48,0.27,51,ACTIVATED
5149,AW7646,CDG - OSL,2025-05-15 15:20:00,2025-05-15 17:00:00,2024-11-25,-171,OPEN,2,189,189,R,75.0,6,764.0,542.18,0.03,6,ACTIVATED
4493,AW3289,TLL - CDG,2025-05-15 17:10:00,2025-05-15 20:00:00,2024-11-25,-171,OPEN,2,186,186,T,80.0,3,229.0,160.0,0.02,3,SCHEDULED
5150,AW4637,VIE - CDG,2025-05-15 17:30:00,2025-05-15 19:35:00,2024-11-25,-171,OPEN,2,189,189,T,60.0,6,488.0,375.2,0.03,6,ACTIVATED
4128,AW7647,OSL - CDG,2025-05-15 17:40:00,2025-05-15 21:10:00,2024-11-25,-172,OPEN,2,189,189,R,69.0,2,164.0,118.78,0.01,2,ACTIVATED
4494,AW3422,CDG - TLL,2025-05-15 19:00:00,2025-05-15 23:45:00,2024-11-25,-171,OPEN,2,186,186,R,100.0,3,225.03,41.23,0.02,3,SCHEDULED
4125,AW3557,HEL - CDG,2025-05-15 20:05:00,2025-05-15 22:50:00,2024-11-25,-171,OPEN,2,189,189,L,129.0,2,258.0,214.1,0.01,2,ACTIVATED
647,AW7664,CDG - OSL,2025-05-15 20:45:00,2025-05-15 22:25:00,2024-11-25,-171,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
648,AW7668,CDG - OSL,2025-05-15 21:15:00,2025-05-15 22:55:00,2024-11-25,-171,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
649,AW4780,CDG - VIE,2025-05-15 21:15:00,2025-05-15 23:25:00,2024-11-25,-171,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
4719,AW7665,OSL - CDG,2025-05-16 06:00:00,2025-05-16 09:30:00,2024-11-25,-173,OPEN,2,189,189,T,57.0,4,228.0,136.84,0.02,4,ACTIVATED
4974,AW7669,OSL - CDG,2025-05-16 06:30:00,2025-05-16 10:00:00,2024-11-25,-173,OPEN,2,189,189,T,57.0,5,369.0,255.95,0.03,5,ACTIVATED
5554,AW3423,TLL - CDG,2025-05-16 06:35:00,2025-05-16 09:25:00,2024-11-25,-172,OPEN,2,186,186,X,109.0,9,832.0,625.0,0.05,9,SCHEDULED
5152,AW4781,VIE - CDG,2025-05-16 06:55:00,2025-05-16 09:00:00,2024-11-25,-172,OPEN,2,189,189,T,60.0,6,744.0,631.2,0.03,6,ACTIVATED
654,AW7640,CDG - OSL,2025-05-16 07:20:00,2025-05-16 09:00:00,2024-11-25,-172,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
5432,AW3550,CDG - HEL,2025-05-16 07:30:00,2025-05-16 11:50:00,2024-11-25,-172,OPEN,2,189,189,H,211.0,8,1838.0,1551.4,0.04,8,ACTIVATED
5300,AW3280,CDG - TLL,2025-05-16 09:05:00,2025-05-16 13:50:00,2024-11-25,-172,OPEN,2,186,186,X,111.0,7,722.0,258.18,0.04,7,SCHEDULED
664,AW7641,OSL - CDG,2025-05-16 09:40:00,2025-05-16 13:10:00,2024-11-25,-173,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
658,AW4632,CDG - VIE,2025-05-16 10:05:00,2025-05-16 12:15:00,2024-11-25,-172,OPEN,2,189,189,L,97.0,0,0.0,0.0,0.0,0,ACTIVATED
3809,AW7644,CDG - OSL,2025-05-16 11:10:00,2025-05-16 12:50:00,2024-11-25,-172,OPEN,2,189,189,H,158.0,1,158.0,118.74,0.01,1,ACTIVATED
5672,AW3551,HEL - CDG,2025-05-16 12:35:00,2025-05-16 15:20:00,2024-11-25,-172,OPEN,2,189,189,L,129.0,10,1888.0,1668.5,0.05,10,ACTIVATED
659,AW4633,VIE - CDG,2025-05-16 13:05:00,2025-05-16 15:10:00,2024-11-25,-172,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
662,AW3284,CDG - TLL,2025-05-16 13:25:00,2025-05-16 18:10:00,2024-11-25,-172,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
6804,AW7645,OSL - CDG,2025-05-16 13:35:00,2025-05-16 17:05:00,2024-11-25,-173,OPEN,2,189,189,L,96.0,42,3441.2,2491.58,0.22,42,ACTIVATED
6249,AW3281,TLL - CDG,2025-05-16 14:50:00,2025-05-16 17:40:00,2024-11-25,-172,OPEN,2,186,186,X,109.0,20,2239.0,1779.0,0.11,20,SCHEDULED
4129,AW4636,CDG - VIE,2025-05-16 14:55:00,2025-05-16 17:05:00,2024-11-25,-172,OPEN,2,189,189,R,75.0,2,278.0,199.48,0.01,2,ACTIVATED
5151,AW3558,CDG - HEL,2025-05-16 14:55:00,2025-05-16 19:15:00,2024-11-25,-172,OPEN,2,189,189,Q,192.0,6,1152.0,916.44,0.03,6,ACTIVATED
655,AW7648,CDG - OSL,2025-05-16 16:25:00,2025-05-16 18:05:00,2024-11-25,-172,OPEN,2,189,189,M,175.0,0,0.0,0.0,0.0,0,ACTIVATED
4718,AW4637,VIE - CDG,2025-05-16 17:55:00,2025-05-16 20:00:00,2024-11-25,-172,OPEN,2,189,189,R,70.0,4,544.0,468.8,0.02,4,ACTIVATED
4497,AW7649,OSL - CDG,2025-05-16 18:45:00,2025-05-16 22:15:00,2024-11-25,-173,OPEN,2,189,189,X,82.0,3,246.0,178.17,0.02,3,ACTIVATED
4496,AW3422,CDG - TLL,2025-05-16 19:00:00,2025-05-16 23:45:00,2024-11-25,-172,OPEN,2,186,186,X,111.0,3,301.0,124.69,0.02,3,SCHEDULED
663,AW3285,TLL - CDG,2025-05-16 19:05:00,2025-05-16 21:55:00,2024-11-25,-172,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
5553,AW3559,HEL - CDG,2025-05-16 20:00:00,2025-05-16 22:45:00,2024-11-25,-172,OPEN,2,189,189,L,129.0,9,1710.0,1512.45,0.05,9,ACTIVATED
656,AW7664,CDG - OSL,2025-05-16 20:45:00,2025-05-16 22:25:00,2024-11-25,-172,OPEN,2,189,189,H,158.0,0,0.0,0.0,0.0,0,ACTIVATED
660,AW4780,CDG - VIE,2025-05-16 21:10:00,2025-05-16 23:20:00,2024-11-25,-172,OPEN,2,189,189,K,110.0,0,0.0,0.0,0.0,0,ACTIVATED
657,AW7668,CDG - OSL,2025-05-16 21:15:00,2025-05-16 22:55:00,2024-11-25,-172,OPEN,2,189,189,H,158.0,0,0.0,0.0,0.0,0,ACTIVATED
675,AW7665,OSL - CDG,2025-05-17 05:55:00,2025-05-17 09:25:00,2024-11-25,-174,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
674,AW4781,VIE - CDG,2025-05-17 06:00:00,2025-05-17 08:05:00,2024-11-25,-173,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
6403,AW4670,CDG - BUD,2025-05-17 06:15:00,2025-05-17 09:20:00,2024-11-25,-173,OPEN,2,186,116,X,90.0,25,1861.0,982.55,0.22,25,SCHEDULED
676,AW7669,OSL - CDG,2025-05-17 06:25:00,2025-05-17 09:55:00,2024-11-25,-174,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
5830,AW3423,TLL - CDG,2025-05-17 06:45:00,2025-05-17 09:35:00,2024-11-25,-173,OPEN,2,186,186,T,80.0,12,960.0,684.0,0.06,12,SCHEDULED
4975,AW3550,CDG - HEL,2025-05-17 08:35:00,2025-05-17 12:55:00,2024-11-25,-173,OPEN,2,189,189,H,211.0,5,1124.0,948.31,0.03,5,ACTIVATED
5760,AW3280,CDG - TLL,2025-05-17 09:00:00,2025-05-17 13:45:00,2024-11-25,-173,OPEN,2,189,189,X,111.0,11,1345.0,623.63,0.06,11,SCHEDULED
5761,AW4671,BUD - CDG,2025-05-17 10:05:00,2025-05-17 15:00:00,2024-11-25,-174,OPEN,2,186,116,R,72.0,11,845.0,736.98,0.09,11,DEACTIVATED
672,AW4636,CDG - VIE,2025-05-17 10:10:00,2025-05-17 12:20:00,2024-11-25,-173,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
5555,AW3288,CDG - TLL,2025-05-17 10:15:00,2025-05-17 15:00:00,2024-11-25,-173,OPEN,2,186,186,X,111.0,9,985.0,403.64,0.05,9,SCHEDULED
666,AW7644,CDG - OSL,2025-05-17 10:20:00,2025-05-17 12:00:00,2024-11-25,-173,OPEN,2,189,179,M,175.0,0,0.0,0.0,0.0,0,ACTIVATED
6465,AW7645,OSL - CDG,2025-05-17 12:40:00,2025-05-17 16:10:00,2024-11-25,-174,OPEN,2,189,179,X,82.0,27,2483.96,1869.53,0.15,27,ACTIVATED
673,AW4637,VIE - CDG,2025-05-17 13:10:00,2025-05-17 15:15:00,2024-11-25,-173,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
671,AW4634,CDG - VIE,2025-05-17 13:35:00,2025-05-17 15:45:00,2024-11-25,-173,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
7130,AW3551,HEL - CDG,2025-05-17 13:40:00,2025-05-17 16:25:00,2024-11-25,-173,OPEN,2,189,189,Q,178.0,66,11522.0,10073.3,0.35,66,ACTIVATED
4498,AW3281,TLL - CDG,2025-05-17 14:40:00,2025-05-17 17:30:00,2024-11-25,-173,OPEN,2,189,189,T,80.0,3,266.0,197.0,0.02,3,SCHEDULED
668,AW7658,CDG - OSL,2025-05-17 15:20:00,2025-05-17 17:00:00,2024-11-25,-173,OPEN,2,189,189,L,97.0,0,0.0,0.0,0.0,0,ACTIVATED
5963,AW3289,TLL - CDG,2025-05-17 16:00:00,2025-05-17 18:50:00,2024-11-25,-173,OPEN,2,186,186,T,80.0,14,1216.0,894.0,0.08,14,SCHEDULED
4720,AW4635,VIE - CDG,2025-05-17 16:40:00,2025-05-17 18:45:00,2024-11-25,-173,OPEN,2,189,189,R,70.0,4,376.0,300.8,0.02,4,ACTIVATED
667,AW7646,CDG - OSL,2025-05-17 16:45:00,2025-05-17 18:25:00,2024-11-25,-173,OPEN,2,186,186,L,97.0,0,0.0,0.0,0.0,0,ACTIVATED
4130,AW7659,OSL - CDG,2025-05-17 17:40:00,2025-05-17 21:10:00,2024-11-25,-174,OPEN,2,189,189,X,82.0,2,192.0,146.78,0.01,2,ACTIVATED
665,AW3422,CDG - TLL,2025-05-17 19:00:00,2025-05-17 23:45:00,2024-11-25,-173,OPEN,2,186,186,G,83.0,0,0.0,0.0,0.0,0,SCHEDULED
3810,AW7647,OSL - CDG,2025-05-17 19:05:00,2025-05-17 22:35:00,2024-11-25,-174,OPEN,2,186,186,R,69.0,1,96.0,73.39,0.01,1,ACTIVATED
669,AW7664,CDG - OSL,2025-05-17 20:45:00,2025-05-17 22:25:00,2024-11-25,-173,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
670,AW7668,CDG - OSL,2025-05-17 21:15:00,2025-05-17 22:55:00,2024-11-25,-173,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
6014,AW4780,CDG - VIE,2025-05-17 21:15:00,2025-05-17 23:25:00,2024-11-25,-173,OPEN,2,189,189,K,110.0,15,1556.0,994.58,0.08,15,ACTIVATED
5302,AW7669,OSL - CDG,2025-05-18 06:00:00,2025-05-18 09:30:00,2024-11-25,-175,OPEN,2,189,189,X,82.0,7,574.0,414.83,0.04,7,ACTIVATED
4978,AW4781,VIE - CDG,2025-05-18 06:00:00,2025-05-18 08:05:00,2024-11-25,-174,OPEN,2,189,189,T,60.0,5,300.0,206.0,0.03,5,ACTIVATED
4131,AW7665,OSL - CDG,2025-05-18 06:30:00,2025-05-18 10:00:00,2024-11-25,-175,OPEN,2,189,189,X,82.0,2,164.0,118.78,0.01,2,ACTIVATED
3811,AW3423,TLL - CDG,2025-05-18 07:00:00,2025-05-18 09:50:00,2024-11-25,-174,OPEN,2,186,186,X,109.0,1,93.0,70.0,0.01,1,SCHEDULED
678,AW7640,CDG - OSL,2025-05-18 07:20:00,2025-05-18 09:00:00,2024-11-25,-174,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4721,AW3280,CDG - TLL,2025-05-18 08:05:00,2025-05-18 12:50:00,2024-11-25,-174,OPEN,2,189,189,X,111.0,4,433.0,167.96,0.02,4,SCHEDULED
682,AW7641,OSL - CDG,2025-05-18 09:40:00,2025-05-18 13:10:00,2024-11-25,-175,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4499,AW7658,CDG - OSL,2025-05-18 10:20:00,2025-05-18 12:00:00,2024-11-25,-174,OPEN,2,189,189,X,86.0,3,258.0,140.22,0.02,3,ACTIVATED
5762,AW3288,CDG - TLL,2025-05-18 10:55:00,2025-05-18 15:40:00,2024-11-25,-174,OPEN,2,186,186,X,111.0,11,1317.0,588.14,0.06,11,SCHEDULED
680,AW4638,CDG - VIE,2025-05-18 10:55:00,2025-05-18 13:05:00,2024-11-25,-174,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
5301,AW7659,OSL - CDG,2025-05-18 12:40:00,2025-05-18 16:10:00,2024-11-25,-175,OPEN,2,189,189,Q,147.0,7,489.8,331.17,0.04,7,ACTIVATED
6404,AW3281,TLL - CDG,2025-05-18 13:45:00,2025-05-18 16:35:00,2024-11-25,-174,OPEN,2,189,189,K,144.0,25,2491.0,1916.0,0.13,25,SCHEDULED
681,AW4639,VIE - CDG,2025-05-18 13:55:00,2025-05-18 16:00:00,2024-11-25,-174,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
4500,AW4636,CDG - VIE,2025-05-18 14:35:00,2025-05-18 16:45:00,2024-11-25,-174,OPEN,2,189,189,X,86.0,3,258.0,140.22,0.02,3,ACTIVATED
6542,AW3556,CDG - HEL,2025-05-18 14:45:00,2025-05-18 19:05:00,2024-11-25,-174,OPEN,2,189,189,Q,192.0,30,3090.0,2118.3,0.16,30,ACTIVATED
677,AW3558,CDG - HEL,2025-05-18 15:00:00,2025-05-18 19:20:00,2024-11-25,-174,OPEN,2,189,189,Q,192.0,0,0.0,0.0,0.0,0,ACTIVATED
6250,AW3289,TLL - CDG,2025-05-18 16:40:00,2025-05-18 19:30:00,2024-11-25,-174,OPEN,2,186,186,X,109.0,20,1912.0,1452.0,0.11,20,SCHEDULED
679,AW7646,CDG - OSL,2025-05-18 16:45:00,2025-05-18 18:25:00,2024-11-25,-174,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
5434,AW4637,VIE - CDG,2025-05-18 17:30:00,2025-05-18 19:35:00,2024-11-25,-174,OPEN,2,189,189,R,70.0,8,680.0,529.6,0.04,8,ACTIVATED
4976,AW3422,CDG - TLL,2025-05-18 19:00:00,2025-05-18 23:45:00,2024-11-25,-174,OPEN,2,186,186,R,100.0,5,465.0,171.15,0.03,5,SCHEDULED
4501,AW7647,OSL - CDG,2025-05-18 19:05:00,2025-05-18 22:35:00,2024-11-25,-175,OPEN,2,189,189,Q,147.0,3,441.0,373.17,0.02,3,ACTIVATED
5153,AW3557,HEL - CDG,2025-05-18 19:50:00,2025-05-18 22:35:00,2024-11-25,-174,OPEN,2,189,189,M,217.0,6,1486.0,1354.3,0.03,6,ACTIVATED
5433,AW3559,HEL - CDG,2025-05-18 20:05:00,2025-05-18 22:50:00,2024-11-25,-174,OPEN,2,189,189,H,197.0,8,1618.0,1442.4,0.04,8,ACTIVATED
3812,AW7664,CDG - OSL,2025-05-18 20:45:00,2025-05-18 22:25:00,2024-11-25,-174,OPEN,2,189,189,T,65.0,1,65.0,25.74,0.01,1,ACTIVATED
4977,AW7668,CDG - OSL,2025-05-18 21:15:00,2025-05-18 22:55:00,2024-11-25,-174,OPEN,2,189,189,X,86.0,5,368.0,178.57,0.03,5,ACTIVATED
6762,AW4780,CDG - VIE,2025-05-18 21:25:00,2025-05-18 23:35:00,2024-11-25,-174,OPEN,2,189,189,Q,140.0,40,4117.0,2608.43,0.21,40,ACTIVATED
694,AW7669,OSL - CDG,2025-05-19 05:55:00,2025-05-19 09:25:00,2024-11-25,-176,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
691,AW4781,VIE - CDG,2025-05-19 06:00:00,2025-05-19 08:05:00,2024-11-25,-175,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
693,AW7665,OSL - CDG,2025-05-19 06:30:00,2025-05-19 10:00:00,2024-11-25,-176,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
5436,AW3423,TLL - CDG,2025-05-19 06:45:00,2025-05-19 09:35:00,2024-11-25,-175,OPEN,2,186,186,G,69.0,8,552.0,368.0,0.04,8,SCHEDULED
685,AW7640,CDG - OSL,2025-05-19 07:15:00,2025-05-19 08:55:00,2024-11-25,-175,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
4979,AW3284,CDG - TLL,2025-05-19 07:45:00,2025-05-19 12:30:00,2024-11-25,-175,OPEN,2,189,189,R,100.0,5,582.0,265.68,0.03,5,SCHEDULED
5907,AW3550,CDG - HEL,2025-05-19 08:20:00,2025-05-19 12:40:00,2024-11-25,-175,OPEN,2,189,189,K,154.0,13,2216.0,1719.36,0.07,13,ACTIVATED
692,AW7641,OSL - CDG,2025-05-19 09:35:00,2025-05-19 13:05:00,2024-11-25,-176,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
7226,AW4632,CDG - VIE,2025-05-19 10:05:00,2025-05-19 12:15:00,2024-11-25,-175,OPEN,2,189,189,T,66.0,73,6401.2,3803.15,0.39,73,ACTIVATED
5763,AW3280,CDG - TLL,2025-05-19 10:10:00,2025-05-19 14:55:00,2024-11-25,-175,OPEN,2,186,186,R,100.0,11,1099.0,422.57,0.06,11,SCHEDULED
686,AW7644,CDG - OSL,2025-05-19 11:10:00,2025-05-19 12:50:00,2024-11-25,-175,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
688,AW4633,VIE - CDG,2025-05-19 13:05:00,2025-05-19 15:10:00,2024-11-25,-175,OPEN,2,189,189,K,108.0,0,0.0,0.0,0.0,0,ACTIVATED
