,SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
9161,AW3422,CDG - TLL,2024-05-28 19:15:00,2024-05-29 00:05:00,2024-05-29,1,OPEN,2,189,189,T,107.0,149,14629.84,5904.48,0.79,149,DEACTIVATED
10959,AW4639,VIE - CDG,2024-05-28 20:40:00,2024-05-28 22:45:00,2024-05-29,1,OPEN,2,189,192,B,242.0,174,13350.8,10086.91,0.91,174,PARTIALLY_ACTIVATED
16838,AW7664,CDG - OSL,2024-05-28 20:55:00,2024-05-28 22:35:00,2024-05-29,1,OPEN,2,189,192,G,50.0,192,11286.0,5069.62,1.0,192,DEACTIVATED
15762,AW3950,CDG - ZAG,2024-05-28 21:15:00,2024-05-28 23:15:00,2024-05-29,1,OPEN,2,189,192,B,185.0,190,13142.0,6994.06,0.99,190,DEACTIVATED
13672,AW7668,CDG - OSL,2024-05-28 21:25:00,2024-05-28 23:05:00,2024-05-29,1,OPEN,2,189,192,M,169.0,187,14075.35,8018.92,0.97,187,DEACTIVATED
17355,AW4780,CDG - VIE,2024-05-28 21:25:00,2024-05-28 23:30:00,2024-05-29,1,OPEN,2,189,193,Q,134.0,193,11407.0,5157.53,1.0,193,PARTIALLY_ACTIVATED
16839,AW7665,OSL - CDG,2024-05-29 06:00:00,2024-05-29 09:30:00,2024-05-31,1,OPEN,2,189,192,L,94.0,192,13689.61,9713.7,1.0,192,DEACTIVATED
15100,AW4781,VIE - CDG,2024-05-29 06:15:00,2024-05-29 08:20:00,2024-05-30,1,OPEN,2,189,189,F,220.0,189,16337.0,12807.22,1.0,189,PARTIALLY_ACTIVATED
14705,AW3951,ZAG - CDG,2024-05-29 06:30:00,2024-05-29 08:45:00,2024-05-30,1,OPEN,2,189,189,A,35.0,189,9904.87,4070.44,1.0,189,DEACTIVATED
15765,AW7669,OSL - CDG,2024-05-29 06:30:00,2024-05-29 10:00:00,2024-05-31,1,OPEN,2,189,189,X,81.0,190,17391.59,13430.33,1.01,190,DEACTIVATED
10188,AW3423,TLL - CDG,2024-05-29 06:45:00,2024-05-29 09:35:00,2024-05-30,1,OPEN,2,189,194,L,149.0,166,17271.0,13453.0,0.86,166,DEACTIVATED
3010,AW3550,CDG - HEL,2024-05-29 08:25:00,2024-05-29 12:50:00,2024-05-30,1,CANCELLED,2,189,189,L,135.0,0,0.0,0.0,0.0,0,UNAVAILABLE
13002,AW3910,CDG - ZAG,2024-05-29 09:30:00,2024-05-29 11:30:00,2024-05-30,1,OPEN,2,189,189,I,144.0,185,13857.39,7873.82,0.98,185,DEACTIVATED
13466,AW4632,CDG - VIE,2024-05-29 10:20:00,2024-05-29 12:25:00,2024-05-30,1,OPEN,2,189,191,H,150.0,186,12899.71,6891.49,0.97,186,PARTIALLY_ACTIVATED
10044,AW3288,CDG - TLL,2024-05-29 10:55:00,2024-05-29 15:40:00,2024-05-30,1,OPEN,2,189,189,R,120.0,164,20152.88,10558.42,0.87,164,DEACTIVATED
13313,AW7644,CDG - OSL,2024-05-29 11:50:00,2024-05-29 13:30:00,2024-05-30,1,OPEN,2,189,189,H,151.0,186,16378.03,10417.82,0.98,186,DEACTIVATED
10620,AW3911,ZAG - CDG,2024-05-29 12:20:00,2024-05-29 14:35:00,2024-05-30,1,OPEN,2,189,191,M,119.0,171,15948.87,10700.97,0.9,171,DEACTIVATED
14291,AW4633,VIE - CDG,2024-05-29 13:15:00,2024-05-29 15:20:00,2024-05-30,1,OPEN,2,189,189,B,242.0,188,16742.0,13223.91,0.99,188,PARTIALLY_ACTIVATED
2945,AW3551,HEL - CDG,2024-05-29 13:35:00,2024-05-29 16:20:00,2024-05-30,1,CANCELLED,2,189,189,H,199.0,0,0.0,0.0,0.0,0,UNAVAILABLE
15764,AW7645,OSL - CDG,2024-05-29 14:10:00,2024-05-29 17:40:00,2024-05-31,1,OPEN,2,189,192,Y,383.0,190,25692.0,21723.94,0.99,190,DEACTIVATED
13135,AW3558,CDG - HEL,2024-05-29 14:15:00,2024-05-29 18:40:00,2024-05-30,1,OPEN,2,189,189,J,369.0,185,25997.0,20056.55,0.98,185,PARTIALLY_ACTIVATED
15240,AW4636,CDG - VIE,2024-05-29 14:45:00,2024-05-29 16:50:00,2024-05-30,1,OPEN,2,189,189,B,227.0,189,12417.27,6317.4,1.0,189,PARTIALLY_ACTIVATED
10424,AW3289,TLL - CDG,2024-05-29 16:40:00,2024-05-29 19:30:00,2024-05-30,1,OPEN,2,189,194,X,132.0,169,22334.0,18447.0,0.87,169,DEACTIVATED
12711,AW7646,CDG - OSL,2024-05-29 16:45:00,2024-05-29 18:25:00,2024-05-30,1,OPEN,2,189,189,Q,135.0,184,15321.25,9371.63,0.97,184,DEACTIVATED
8262,AW7908,CDG - BER,2024-05-29 17:20:00,2024-05-29 18:20:00,2024-05-30,1,OPEN,2,189,196,R,66.0,125,8478.0,4303.26,0.64,125,DEACTIVATED
13420,AW4637,VIE - CDG,2024-05-29 17:35:00,2024-05-29 19:40:00,2024-05-30,1,OPEN,2,189,189,B,242.0,186,19037.6,15549.43,0.98,186,PARTIALLY_ACTIVATED
8784,AW7909,BER - CDG,2024-05-29 19:00:00,2024-05-29 21:55:00,2024-05-31,1,OPEN,2,189,189,X,76.0,140,8881.28,6971.68,0.74,140,DEACTIVATED
16295,AW7647,OSL - CDG,2024-05-29 19:10:00,2024-05-29 22:40:00,2024-05-31,1,OPEN,2,189,192,Z,353.0,191,22047.0,18073.74,0.99,191,DEACTIVATED
9437,AW3422,CDG - TLL,2024-05-29 19:15:00,2024-05-30 00:05:00,2024-05-30,1,OPEN,2,189,189,T,107.0,154,15133.96,6098.52,0.81,154,DEACTIVATED
14293,AW3559,HEL - CDG,2024-05-29 19:25:00,2024-05-29 22:10:00,2024-05-30,1,OPEN,2,189,189,Y,422.0,188,29981.25,26107.15,0.99,188,PARTIALLY_ACTIVATED
12712,AW7664,CDG - OSL,2024-05-29 20:55:00,2024-05-29 22:35:00,2024-05-30,1,OPEN,2,189,192,V,119.0,184,12991.0,7032.74,0.96,184,DEACTIVATED
14704,AW3950,CDG - ZAG,2024-05-29 21:15:00,2024-05-29 23:15:00,2024-05-30,1,OPEN,2,189,189,A,39.0,189,11498.78,5382.47,1.0,189,DEACTIVATED
12466,AW7668,CDG - OSL,2024-05-29 21:25:00,2024-05-29 23:05:00,2024-05-30,1,OPEN,2,189,189,Q,135.0,183,12351.39,6426.22,0.97,183,DEACTIVATED
13136,AW4780,CDG - VIE,2024-05-29 21:25:00,2024-05-29 23:30:00,2024-05-30,1,OPEN,2,189,191,H,150.0,185,10039.0,4063.81,0.97,185,PARTIALLY_ACTIVATED
11634,AW7665,OSL - CDG,2024-05-30 06:00:00,2024-05-30 09:30:00,2024-06-01,1,OPEN,2,189,189,I,203.0,179,19607.32,15827.28,0.95,179,DEACTIVATED
12801,AW4781,VIE - CDG,2024-05-30 06:00:00,2024-05-30 08:05:00,2024-05-31,1,OPEN,2,189,189,F,220.0,184,23219.0,19796.54,0.97,184,PARTIALLY_ACTIVATED
11829,AW3951,ZAG - CDG,2024-05-30 06:30:00,2024-05-30 08:45:00,2024-05-31,1,OPEN,2,189,190,K,73.0,180,10707.74,5151.14,0.95,180,DEACTIVATED
11830,AW7669,OSL - CDG,2024-05-30 06:30:00,2024-05-30 10:00:00,2024-06-01,1,OPEN,2,189,189,I,203.0,180,22199.66,18385.31,0.95,180,DEACTIVATED
9320,AW3423,TLL - CDG,2024-05-30 06:45:00,2024-05-30 09:35:00,2024-05-31,1,OPEN,2,189,189,R,114.0,152,16048.0,12552.0,0.8,152,DEACTIVATED
3011,AW3550,CDG - HEL,2024-05-30 08:05:00,2024-05-30 12:30:00,2024-05-31,1,CANCELLED,2,189,189,X,123.0,0,0.0,0.0,0.0,0,UNAVAILABLE
10972,AW4632,CDG - VIE,2024-05-30 09:45:00,2024-05-30 11:50:00,2024-05-31,1,OPEN,2,189,191,I,186.0,174,14544.17,8925.09,0.91,174,PARTIALLY_ACTIVATED
13003,AW3288,CDG - TLL,2024-05-30 11:25:00,2024-05-30 16:10:00,2024-05-31,1,OPEN,2,189,193,L,151.0,185,21738.96,11026.91,0.96,185,DEACTIVATED
11346,AW7644,CDG - OSL,2024-05-30 11:50:00,2024-05-30 13:30:00,2024-05-31,1,OPEN,2,189,189,H,151.0,177,22004.93,16293.62,0.94,177,DEACTIVATED
11543,AW4633,VIE - CDG,2024-05-30 12:40:00,2024-05-30 14:45:00,2024-05-31,1,OPEN,2,189,189,Y,381.0,178,22393.8,19075.09,0.94,178,PARTIALLY_ACTIVATED
2946,AW3551,HEL - CDG,2024-05-30 13:15:00,2024-05-30 16:00:00,2024-05-31,1,CANCELLED,2,189,189,K,147.0,0,0.0,0.0,0.0,0,UNAVAILABLE
13316,AW7645,OSL - CDG,2024-05-30 14:15:00,2024-05-30 17:45:00,2024-06-01,1,OPEN,2,189,193,F,226.0,186,25151.0,21251.69,0.96,186,DEACTIVATED
13467,AW3556,CDG - HEL,2024-05-30 14:55:00,2024-05-30 19:20:00,2024-05-31,1,OPEN,2,189,190,Z,401.0,186,26319.0,20325.64,0.98,186,PARTIALLY_ACTIVATED
13314,AW3916,CDG - ZAG,2024-05-30 15:25:00,2024-05-30 17:25:00,2024-05-31,1,OPEN,2,189,190,D,210.0,186,18076.43,12086.11,0.98,186,DEACTIVATED
11633,AW7646,CDG - OSL,2024-05-30 16:45:00,2024-05-30 18:25:00,2024-05-31,1,OPEN,2,189,192,Q,135.0,179,16529.0,10755.45,0.93,179,DEACTIVATED
10334,AW3289,TLL - CDG,2024-05-30 17:10:00,2024-05-30 20:00:00,2024-05-31,1,OPEN,2,189,193,X,132.0,168,22319.0,18474.13,0.87,168,DEACTIVATED
12838,AW4638,CDG - VIE,2024-05-30 17:50:00,2024-05-30 19:55:00,2024-05-31,1,OPEN,2,189,189,M,167.0,184,13596.09,7652.62,0.97,184,PARTIALLY_ACTIVATED
10189,AW3917,ZAG - CDG,2024-05-30 18:15:00,2024-05-30 20:30:00,2024-05-31,1,OPEN,2,189,189,M,119.0,166,16914.78,11790.36,0.88,166,DEACTIVATED
11195,AW7647,OSL - CDG,2024-05-30 19:05:00,2024-05-30 22:35:00,2024-06-01,1,OPEN,2,189,193,I,203.0,176,21140.77,17380.05,0.91,176,DEACTIVATED
17491,AW3422,CDG - TLL,2024-05-30 19:15:00,2024-05-31 00:05:00,2024-05-31,1,OPEN,2,189,193,A,79.0,194,18404.19,7347.24,1.01,194,DEACTIVATED
10135,AW3557,HEL - CDG,2024-05-30 20:05:00,2024-05-30 22:50:00,2024-05-31,1,OPEN,2,189,189,J,363.0,165,27990.85,24501.6,0.87,165,PARTIALLY_ACTIVATED
17523,AW4639,VIE - CDG,2024-05-30 20:40:00,2024-05-30 22:45:00,2024-05-31,1,OPEN,2,189,194,S,289.0,194,20282.8,16641.6,1.0,194,PARTIALLY_ACTIVATED
11067,AW7664,CDG - OSL,2024-05-30 20:55:00,2024-05-30 22:35:00,2024-05-31,1,OPEN,2,189,192,H,151.0,175,17468.58,11804.41,0.91,175,DEACTIVATED
13315,AW3950,CDG - ZAG,2024-05-30 21:15:00,2024-05-30 23:15:00,2024-05-31,1,OPEN,2,189,189,M,128.0,186,13270.39,7258.69,0.98,186,DEACTIVATED
15241,AW4780,CDG - VIE,2024-05-30 21:20:00,2024-05-30 23:25:00,2024-05-31,1,OPEN,2,189,189,Q,134.0,189,13289.39,7179.64,1.0,189,PARTIALLY_ACTIVATED
10425,AW7668,CDG - OSL,2024-05-30 21:25:00,2024-05-30 23:05:00,2024-05-31,1,OPEN,2,189,189,V,119.0,169,15694.0,10232.29,0.89,169,DEACTIVATED
11501,AW7665,OSL - CDG,2024-05-31 06:00:00,2024-05-31 09:30:00,2024-06-02,1,SUPPRESSED,2,189,189,I,203.0,178,13597.66,9875.33,0.94,178,UNAVAILABLE
11502,AW7669,OSL - CDG,2024-05-31 06:30:00,2024-05-31 10:00:00,2024-06-02,1,SUPPRESSED,2,189,193,M,182.0,178,14106.61,10386.23,0.92,178,UNAVAILABLE
10919,AW3951,ZAG - CDG,2024-05-31 06:30:00,2024-05-31 08:45:00,2024-06-01,1,SUPPRESSED,2,189,191,V,81.0,174,12502.0,7130.62,0.91,174,UNAVAILABLE
9837,AW3423,TLL - CDG,2024-05-31 06:45:00,2024-05-31 09:35:00,2024-06-01,1,SUPPRESSED,2,189,186,R,114.0,161,17496.0,13793.0,0.87,161,UNAVAILABLE
11103,AW4781,VIE - CDG,2024-05-31 06:55:00,2024-05-31 09:00:00,2024-06-01,1,SUPPRESSED,2,189,193,Y,381.0,175,18961.8,15676.27,0.91,175,UNAVAILABLE
11412,AW3550,CDG - HEL,2024-05-31 07:25:00,2024-05-31 11:50:00,2024-06-01,1,SUPPRESSED,2,189,180,J,369.0,177,26075.0,20372.29,0.98,177,UNAVAILABLE
13673,AW3280,CDG - TLL,2024-05-31 09:00:00,2024-05-31 13:45:00,2024-06-01,1,SUPPRESSED,2,189,193,V,189.0,187,23964.65,13034.65,0.97,187,UNAVAILABLE
11413,AW4632,CDG - VIE,2024-05-31 10:10:00,2024-05-31 12:15:00,2024-06-01,1,SUPPRESSED,2,189,190,F,206.0,177,18255.64,12563.15,0.93,177,UNAVAILABLE
8717,AW7644,CDG - OSL,2024-05-31 11:10:00,2024-05-31 12:50:00,2024-06-01,1,SUPPRESSED,2,189,189,M,169.0,138,22195.82,17755.38,0.73,138,UNAVAILABLE
9227,AW3551,HEL - CDG,2024-05-31 12:35:00,2024-05-31 15:20:00,2024-06-01,1,SUPPRESSED,2,189,190,L,136.0,150,22692.0,19517.0,0.79,150,UNAVAILABLE
16935,AW4633,VIE - CDG,2024-05-31 13:05:00,2024-05-31 15:10:00,2024-06-01,1,SUPPRESSED,2,189,193,Y,381.0,192,26038.6,22437.96,0.99,192,UNAVAILABLE
12232,AW7645,OSL - CDG,2024-05-31 13:35:00,2024-05-31 17:05:00,2024-06-02,1,SUPPRESSED,2,189,192,B,248.0,182,21166.0,17388.36,0.95,182,UNAVAILABLE
10190,AW3281,TLL - CDG,2024-05-31 14:45:00,2024-05-31 17:35:00,2024-06-01,1,SUPPRESSED,2,189,191,X,132.0,166,23459.0,19641.0,0.87,166,UNAVAILABLE
15978,AW3558,CDG - HEL,2024-05-31 14:50:00,2024-05-31 19:15:00,2024-06-01,1,SUPPRESSED,2,189,190,F,266.0,190,24914.78,18777.44,1.0,190,UNAVAILABLE
12467,AW3916,CDG - ZAG,2024-05-31 14:55:00,2024-05-31 16:55:00,2024-06-01,1,SUPPRESSED,2,189,189,I,144.0,183,17312.0,11435.39,0.97,183,UNAVAILABLE
11347,AW7648,CDG - OSL,2024-05-31 16:25:00,2024-05-31 18:05:00,2024-06-01,1,SUPPRESSED,2,189,189,M,169.0,177,22361.0,16649.21,0.94,177,UNAVAILABLE
11196,AW7924,CDG - CPH,2024-05-31 16:45:00,2024-05-31 17:45:00,2024-06-01,1,SUPPRESSED,2,189,189,H,132.0,176,14529.04,8666.33,0.93,176,UNAVAILABLE
13004,AW3917,ZAG - CDG,2024-05-31 17:45:00,2024-05-31 20:00:00,2024-06-01,1,SUPPRESSED,2,189,192,M,119.0,185,16911.87,11231.79,0.96,185,UNAVAILABLE
12099,AW4638,CDG - VIE,2024-05-31 17:55:00,2024-05-31 20:00:00,2024-06-01,1,SUPPRESSED,2,189,190,M,167.0,181,15879.39,10029.44,0.95,181,UNAVAILABLE
8550,AW7908,CDG - BER,2024-05-31 18:15:00,2024-05-31 19:15:00,2024-06-01,1,SUPPRESSED,2,180,0,,,134,10959.0,6484.85,,134,UNAVAILABLE
8991,AW7925,CPH - CDG,2024-05-31 18:30:00,2024-05-31 21:30:00,2024-06-02,1,SUPPRESSED,2,189,189,X,84.0,145,8972.0,2828.35,0.77,145,UNAVAILABLE
12233,AW7649,OSL - CDG,2024-05-31 18:45:00,2024-05-31 22:15:00,2024-06-02,1,SUPPRESSED,2,189,192,F,226.0,182,19382.52,15589.25,0.95,182,UNAVAILABLE
14706,AW3422,CDG - TLL,2024-05-31 19:15:00,2024-06-01 00:05:00,2024-06-01,1,SUPPRESSED,2,189,193,X,136.0,189,20673.56,9628.48,0.98,189,UNAVAILABLE
9838,AW7909,BER - CDG,2024-05-31 19:55:00,2024-05-31 22:50:00,2024-06-02,1,SUPPRESSED,2,180,0,,,161,18837.0,16642.91,,161,UNAVAILABLE
8914,AW3559,HEL - CDG,2024-05-31 20:00:00,2024-05-31 22:45:00,2024-06-01,1,SUPPRESSED,2,189,180,Y,422.0,143,21976.0,18922.15,0.79,143,UNAVAILABLE
13421,AW4639,VIE - CDG,2024-05-31 20:45:00,2024-05-31 22:50:00,2024-06-01,1,SUPPRESSED,2,189,189,Y,381.0,186,21115.88,17627.02,0.98,186,UNAVAILABLE
12468,AW7664,CDG - OSL,2024-05-31 20:55:00,2024-05-31 22:35:00,2024-06-01,1,SUPPRESSED,2,189,189,M,169.0,183,19971.17,14056.58,0.97,183,UNAVAILABLE
11909,AW4780,CDG - VIE,2024-05-31 21:15:00,2024-05-31 23:20:00,2024-06-01,1,SUPPRESSED,2,189,189,S,271.0,180,15349.0,9522.34,0.95,180,UNAVAILABLE
15766,AW3950,CDG - ZAG,2024-05-31 21:15:00,2024-05-31 23:15:00,2024-06-01,1,SUPPRESSED,2,189,190,T,51.0,190,15420.0,9275.26,1.0,190,UNAVAILABLE
10621,AW7668,CDG - OSL,2024-05-31 21:35:00,2024-05-31 23:15:00,2024-06-01,1,SUPPRESSED,2,189,189,H,151.0,171,16542.39,11007.92,0.9,171,UNAVAILABLE
12237,AW7665,OSL - CDG,2024-06-01 05:55:00,2024-06-01 09:25:00,2024-06-03,1,OPEN,2,189,192,I,205.0,182,13022.32,9209.6,0.95,182,DEACTIVATED
14707,AW4781,VIE - CDG,2024-06-01 06:00:00,2024-06-01 08:05:00,2024-06-02,1,OPEN,2,189,191,D,266.0,189,20375.6,16832.05,0.99,189,DEACTIVATED
13317,AW4630,CDG - VIE,2024-06-01 06:10:00,2024-06-01 08:15:00,2024-06-02,1,OPEN,2,189,189,I,186.0,186,16319.12,10340.91,0.98,186,DEACTIVATED
7757,AW4670,CDG - BUD,2024-06-01 06:15:00,2024-06-01 09:20:00,2024-06-02,1,CANCELLED,2,189,0,,,107,11389.78,7957.29,,107,UNAVAILABLE
12713,AW7669,OSL - CDG,2024-06-01 06:25:00,2024-06-01 09:55:00,2024-06-03,1,OPEN,2,189,189,I,205.0,184,13350.61,9519.92,0.97,184,DEACTIVATED
10722,AW3951,ZAG - CDG,2024-06-01 06:30:00,2024-06-01 08:45:00,2024-06-02,1,OPEN,2,189,191,L,65.0,172,10239.87,4930.23,0.9,172,DEACTIVATED
7830,AW7900,CDG - BER,2024-06-01 06:35:00,2024-06-01 07:35:00,2024-06-02,1,OPEN,2,189,189,T,55.0,110,6782.72,3118.36,0.58,110,DEACTIVATED
11503,AW3423,TLL - CDG,2024-06-01 06:45:00,2024-06-01 09:35:00,2024-06-02,1,OPEN,2,189,192,X,132.0,178,20233.0,16139.0,0.93,178,DEACTIVATED
9718,AW7901,BER - CDG,2024-06-01 08:15:00,2024-06-01 11:10:00,2024-06-03,1,OPEN,2,189,189,Q,111.0,159,15446.0,13257.42,0.84,159,DEACTIVATED
12234,AW3550,CDG - HEL,2024-06-01 08:30:00,2024-06-01 12:55:00,2024-06-02,1,OPEN,2,189,189,M,222.0,182,31945.07,26101.01,0.96,182,DEACTIVATED
13006,AW4631,VIE - CDG,2024-06-01 09:00:00,2024-06-01 11:05:00,2024-06-02,1,OPEN,2,189,189,D,266.0,185,20693.0,17235.6,0.98,185,DEACTIVATED
7850,AW4671,BUD - CDG,2024-06-01 10:05:00,2024-06-01 14:55:00,2024-06-03,1,CANCELLED,2,189,0,,,111,15428.84,14356.46,,111,UNAVAILABLE
10426,AW7644,CDG - OSL,2024-06-01 10:20:00,2024-06-01 12:00:00,2024-06-02,1,OPEN,2,189,179,I,188.0,169,17959.3,12523.42,0.94,169,DEACTIVATED
12235,AW7645,OSL - CDG,2024-06-01 12:40:00,2024-06-01 16:10:00,2024-06-03,1,OPEN,2,189,186,B,250.0,182,24843.64,20941.56,0.98,182,DEACTIVATED
11068,AW4634,CDG - VIE,2024-06-01 13:35:00,2024-06-01 15:40:00,2024-06-02,1,OPEN,2,189,192,M,167.0,175,18595.39,12947.78,0.91,175,DEACTIVATED
8785,AW3551,HEL - CDG,2024-06-01 13:40:00,2024-06-01 16:25:00,2024-06-02,1,OPEN,2,189,189,L,136.0,140,25935.0,22937.0,0.74,140,DEACTIVATED
12034,AW3288,CDG - TLL,2024-06-01 14:10:00,2024-06-01 18:55:00,2024-06-02,1,OPEN,2,189,189,L,151.0,181,23995.92,13553.63,0.96,181,DEACTIVATED
11831,AW3912,CDG - ZAG,2024-06-01 14:40:00,2024-06-01 16:40:00,2024-06-02,1,OPEN,2,189,191,Q,99.0,180,14942.39,9123.79,0.94,180,DEACTIVATED
10263,AW7658,CDG - OSL,2024-06-01 15:20:00,2024-06-01 17:00:00,2024-06-02,1,OPEN,2,189,189,H,151.0,167,16206.56,10800.91,0.88,167,DEACTIVATED
15767,AW4635,VIE - CDG,2024-06-01 16:40:00,2024-06-01 18:45:00,2024-06-02,1,OPEN,2,189,191,S,289.0,190,19998.38,16440.59,0.99,190,DEACTIVATED
10119,AW3913,ZAG - CDG,2024-06-01 17:30:00,2024-06-01 19:45:00,2024-06-02,1,OPEN,2,189,191,H,105.0,165,16260.74,11167.19,0.86,165,DEACTIVATED
13005,AW7659,OSL - CDG,2024-06-01 17:40:00,2024-06-01 21:10:00,2024-06-03,1,OPEN,2,189,189,F,228.0,185,21248.32,17321.02,0.98,185,DEACTIVATED
9894,AW3422,CDG - TLL,2024-06-01 19:15:00,2024-06-02 00:05:00,2024-06-02,1,OPEN,2,189,189,T,107.0,162,16077.4,6635.79,0.86,162,DEACTIVATED
10723,AW3289,TLL - CDG,2024-06-01 19:55:00,2024-06-01 22:45:00,2024-06-02,1,OPEN,2,189,192,L,149.0,172,24991.0,21035.0,0.9,172,DEACTIVATED
12236,AW7664,CDG - OSL,2024-06-01 20:55:00,2024-06-01 22:35:00,2024-06-02,1,OPEN,2,189,189,Q,135.0,182,14875.0,8984.66,0.96,182,DEACTIVATED
11069,AW4780,CDG - VIE,2024-06-01 21:15:00,2024-06-01 23:20:00,2024-06-02,1,OPEN,2,189,189,V,118.0,175,17385.0,11753.33,0.93,175,DEACTIVATED
11348,AW3950,CDG - ZAG,2024-06-01 21:15:00,2024-06-01 23:15:00,2024-06-02,1,OPEN,2,189,191,V,87.0,177,10792.58,5097.98,0.93,177,DEACTIVATED
12035,AW7668,CDG - OSL,2024-06-01 21:25:00,2024-06-01 23:05:00,2024-06-02,1,OPEN,2,189,192,V,119.0,181,13143.0,7287.17,0.94,181,DEACTIVATED
10191,AW4781,VIE - CDG,2024-06-02 06:00:00,2024-06-02 08:05:00,2024-06-03,1,OPEN,2,189,189,F,220.0,166,22804.8,19701.63,0.88,166,DEACTIVATED
13318,AW7669,OSL - CDG,2024-06-02 06:00:00,2024-06-02 09:30:00,2024-06-04,1,OPEN,2,189,192,B,250.0,186,18126.0,14211.09,0.97,186,DEACTIVATED
8010,AW3951,ZAG - CDG,2024-06-02 06:30:00,2024-06-02 08:45:00,2024-06-03,1,OPEN,2,189,191,L,65.0,117,8823.0,5211.21,0.61,117,DEACTIVATED
14710,AW7665,OSL - CDG,2024-06-02 06:30:00,2024-06-02 10:00:00,2024-06-04,1,OPEN,2,189,193,D,274.0,189,19275.0,15276.66,0.98,189,DEACTIVATED
11832,AW3423,TLL - CDG,2024-06-02 07:00:00,2024-06-02 09:50:00,2024-06-03,1,OPEN,2,189,189,K,168.0,180,22528.0,18388.0,0.95,180,DEACTIVATED
17264,AW7658,CDG - OSL,2024-06-02 10:20:00,2024-06-02 12:00:00,2024-06-03,1,OPEN,2,189,192,K,104.0,193,23780.0,17549.01,1.01,193,DEACTIVATED
11070,AW3288,CDG - TLL,2024-06-02 10:40:00,2024-06-02 15:25:00,2024-06-03,1,OPEN,2,189,189,V,189.0,175,25291.44,15072.42,0.93,175,DEACTIVATED
10335,AW4638,CDG - VIE,2024-06-02 11:00:00,2024-06-02 13:05:00,2024-06-03,1,OPEN,2,189,189,F,206.0,168,23476.39,18096.29,0.89,168,DEACTIVATED
11350,AW7659,OSL - CDG,2024-06-02 12:40:00,2024-06-02 16:10:00,2024-06-04,1,OPEN,2,189,189,J,325.0,177,33135.58,29454.66,0.94,177,DEACTIVATED
10513,AW4639,VIE - CDG,2024-06-02 13:55:00,2024-06-02 16:00:00,2024-06-03,1,OPEN,2,189,190,J,318.0,170,28040.0,24893.09,0.89,170,DEACTIVATED
14708,AW3556,CDG - HEL,2024-06-02 14:40:00,2024-06-02 19:05:00,2024-06-03,1,OPEN,2,189,190,D,314.0,189,24262.1,18177.35,0.99,189,DEACTIVATED
13674,AW3558,CDG - HEL,2024-06-02 14:55:00,2024-06-02 19:20:00,2024-06-03,1,OPEN,2,189,189,S,339.0,187,25338.78,19292.23,0.99,187,DEACTIVATED
11349,AW3916,CDG - ZAG,2024-06-02 15:20:00,2024-06-02 17:20:00,2024-06-03,1,OPEN,2,189,190,H,113.0,177,16664.39,10944.62,0.93,177,DEACTIVATED
9321,AW7928,CDG - CPH,2024-06-02 15:30:00,2024-06-02 16:30:00,2024-06-03,1,OPEN,2,189,189,H,132.0,152,16795.46,11736.08,0.8,152,DEACTIVATED
14114,AW3289,TLL - CDG,2024-06-02 16:25:00,2024-06-02 19:15:00,2024-06-03,1,OPEN,2,189,192,M,264.0,188,31649.0,27325.0,0.98,188,DEACTIVATED
14115,AW7646,CDG - OSL,2024-06-02 16:45:00,2024-06-02 18:25:00,2024-06-03,1,OPEN,2,189,189,Z,332.0,188,26921.0,20847.42,0.99,188,DEACTIVATED
8860,AW7929,CPH - CDG,2024-06-02 17:15:00,2024-06-02 20:15:00,2024-06-04,1,OPEN,2,189,189,L,94.0,142,15490.68,9123.76,0.75,142,DEACTIVATED
14711,AW4634,CDG - VIE,2024-06-02 17:55:00,2024-06-02 20:00:00,2024-06-03,1,OPEN,2,189,189,X,80.0,189,30471.0,24407.63,1.0,189,DEACTIVATED
8786,AW7908,CDG - BER,2024-06-02 18:05:00,2024-06-02 19:05:00,2024-06-03,1,OPEN,2,189,189,L,89.0,140,13694.0,9028.52,0.74,140,DEACTIVATED
10622,AW3917,ZAG - CDG,2024-06-02 18:10:00,2024-06-02 20:25:00,2024-06-03,1,OPEN,2,189,190,F,151.0,171,30338.77,25090.87,0.9,171,DEACTIVATED
9380,AW7647,OSL - CDG,2024-06-02 19:05:00,2024-06-02 22:35:00,2024-06-04,1,OPEN,2,189,191,S,297.0,153,35416.6,32163.97,0.8,153,DEACTIVATED
14713,AW3422,CDG - TLL,2024-06-02 19:15:00,2024-06-03 00:05:00,2024-06-03,1,OPEN,2,189,192,V,189.0,189,21983.64,10919.13,0.98,189,DEACTIVATED
9839,AW7909,BER - CDG,2024-06-02 19:45:00,2024-06-02 22:40:00,2024-06-04,1,OPEN,2,189,192,V,96.0,161,13002.26,10811.42,0.84,161,DEACTIVATED
8816,AW3557,HEL - CDG,2024-06-02 19:50:00,2024-06-02 22:35:00,2024-06-03,1,OPEN,2,189,189,K,151.0,141,24456.7,21414.25,0.75,141,DEACTIVATED
